example_id,source,source_row,length_bin,token_count,quality_score
961b0a32b416e3fb56e2bf8723322efb6eef96555c598174dc62ed522cf0d5d9,smol-magpie-ultra,8715,1024-1535,1203,0.890516
97c9d7825ef03af86b333e18412bac005b8899b321fed20f77f6a064138f1079,smol-magpie-ultra,8836,1536-2048,1884,0.786817
013fa07b07022402c910d4803869aa2c5be67478acfeec8aaed03ffb439487a7,smol-magpie-ultra,8989,1024-1535,1350,0.897838
cae802011df7274e3ba2bf3b96b403651f2c116e090f8035b998aeb397344be2,smol-magpie-ultra,10268,1024-1535,1100,0.876336
c41306bf399fdf537bb3edf0ab908904ae9d112434014799a491ef14599a3e38,smol-magpie-ultra,10517,256-511,287,0.87772
6dd1170add72e39f133b513aa821cacef1ae2260f677514f2c87f5bf0a3654ee,smol-magpie-ultra,11441,1024-1535,1089,0.847981
4812b9a3d666f285052c0b00afa6a22c5ef85f851db41ca103053139c03bcab8,smol-magpie-ultra,11630,1024-1535,1252,0.890339
801d846eb555ef9e2c4de2b561a9868e22057173060cda0507702a29fff74fdc,smol-magpie-ultra,11772,1024-1535,1423,0.896786
781cec9895cfa55eb5ffc69241ebf9566d0bf3194c832e2e5b27f71dff2cf4fa,smol-magpie-ultra,12142,1536-2048,1599,0.831552
583a1e9d0c8f37e434d8f4c3259776503ab3bcdb0f796254fe736b607d61544e,smol-magpie-ultra,13127,512-1023,986,0.847778
6ae8dcd8bcb13841f6648de7cddf1c38ab8f76496cadfdb971c02ad55aff8f08,smol-magpie-ultra,13486,1536-2048,1699,0.814473
ae1baaad242c9f55736bf36a866f0ed08be5925b663fbc28db1058068b584b10,smol-magpie-ultra,13533,1536-2048,1692,0.828469
d2160b55ba4bfc72e74606db4e70460624b1bc14aa577d83de78596f2e810b09,smol-magpie-ultra,14068,1024-1535,1396,0.891535
c1300afbcd9c4fbce80ff57378f1a9285eb8be14ee0e9e3901425ed24b545df2,smol-magpie-ultra,15271,1024-1535,1427,0.865788
d1dfb16f99c4b991f10092cc0b284fbd023741437c5df8803d255adc80bb866f,smol-magpie-ultra,15450,1536-2048,2007,0.815008
30fdf369bd97b94e0430175061ab27a62d6531f0834db4798f220beecb2cb49b,smol-magpie-ultra,16395,1536-2048,1586,0.804991
ab05ed3c7227551e5b49e0f566152250ffed00c10802078f98c2560a6d6bac35,smol-magpie-ultra,16396,1024-1535,1271,0.850863
0731388ef79241c771bb66e03193896643837d06dd0215a8ce4f457c05978dd6,smol-magpie-ultra,16402,1024-1535,1148,0.865069
409e728cb5d00fa3b5f65f850871b16b4dfd8bb12ae975893c07a3ab05da53b6,smol-magpie-ultra,16503,1024-1535,1357,0.885346
e511516de7deaca0f8449166a2fcda7f2b3c4c5b6255d5c0c4c0372e9d6136dd,smol-magpie-ultra,17332,1024-1535,1100,0.876582
322d70717e5947c5f7b8ffa3be3fe62781272718e70c74b9ed26320fe68fb46d,smol-magpie-ultra,17426,1024-1535,1152,0.872757
2e87959826dae5b5e4a1d2a618ffc78843deb14c83998839c163b99ca5506e4c,smol-magpie-ultra,18619,1024-1535,1157,0.870959
a29d80ee2d24a03a6f61a1a3b91be372b82470d4bc202161b60decfd96483c56,smol-magpie-ultra,19279,1024-1535,1447,0.896727
ce975654c7ece2f591c56388a4444b8798dbdd9f428ae9f1e2e7bbd6a61b2d00,smol-magpie-ultra,20169,1024-1535,1492,0.900817
ce013bddf1a312d2a2cf53d0d412bf7afccd2c28ae3029cb8fa45c8e4a4236e9,smol-magpie-ultra,20963,1536-2048,1832,0.812817
098434375b1234e06056c53af6b714dac5762f560fc44275d4801cd0d444ee72,smol-magpie-ultra,21125,512-1023,549,0.887575
fa59c8580733cff5de7f570b31446d07e7b9c33ab27c364d97db8911642f36e2,smol-magpie-ultra,21288,1536-2048,1709,0.787867
326a7265e99a379f66867809a59692a761466e7b50d627652a9715d8b3ce8d2f,smol-magpie-ultra,21376,1024-1535,1402,0.907149
095c8721796ead204ace0cd5e2e6a455fec5b8f38e65147b2bd6845e79e6a0dc,smol-magpie-ultra,22152,256-511,475,0.857953
9fd4df3b3cdeab2cfbe41335d8e91feb728391f2a4dfc205a384519f4b46c92c,smol-magpie-ultra,22498,512-1023,624,0.875224
92f4c1021ba643a080f2e935058e1c067680eebd03c18773e5fc64031ea36f0b,smol-magpie-ultra,23811,1024-1535,1463,0.822809
c09146161346c070c79ecf220f027f43482961cbe93b61e83175157df0d48179,smol-magpie-ultra,23930,1536-2048,1567,0.832402
eade463832c1ae2d64e1057ca463fc8f1d6c04c7961ad552ee0e5a161b7b4b63,smol-magpie-ultra,24214,1536-2048,1886,0.826878
512d00203b83764efae491218705d89064effce3e033f70e5a0f253b724ef6bb,smol-magpie-ultra,24408,1024-1535,1468,0.857458
91f59cf5aceabfe76e55bf6344b803bb8148022a11380ea221e12a539dad6d29,smol-magpie-ultra,24528,1024-1535,1142,0.895864
7801d7d13a57523c59a9a45e01bdd493b170c7b3840d0c51293440c07c8f4e33,smol-magpie-ultra,24690,512-1023,553,0.849691
9c5df6e5c2667e0ac7552033ce0b80a1cfee069bb433c632b52501261cc11f4a,smol-magpie-ultra,25504,1024-1535,1304,0.874111
af0c093212927a92094533fbe0d957fd5e6c0d87f7782c07eb600672215cc4a9,smol-magpie-ultra,26158,512-1023,918,0.893449
a1fec9bc3df1abc1b7e4b994bb8a44a398b0d7eb4c6d0e8e6920b4b8b3634820,smol-magpie-ultra,26664,1024-1535,1160,0.90661
82de5e3e736ba4b96cda5049446ee316acbd912737874059d09613a5aa5cb84e,smol-magpie-ultra,27870,256-511,494,0.923513
d8d631d43442b6be0e2205b776b5b8098d3134340aedf7ff89d8714cc9297b31,smol-magpie-ultra,28413,1024-1535,1379,0.88038
660f5b472140538cbef526ca65f912062058f27ed82a8c03136479f40585fbea,smol-magpie-ultra,28699,1536-2048,1786,0.766735
b6593e65c7f0460f4e91f1e8ca53b93122d45afb50d2f1a456a9f2315267e969,smol-magpie-ultra,29359,1536-2048,1765,0.819621
68b6996016f3bcf73e150cf26ae9a8a32794b401dd226e1b28444e5429965d45,smol-magpie-ultra,29533,1024-1535,1449,0.857285
a5114fb5a06cc1fca569c536a92e846594ac0ed2ef338c289020ba37405baa4c,smol-magpie-ultra,29966,1536-2048,1978,0.827493
ca706cf4bf9da828fa1d3c487b6d9667b85af6a4a85683795b29a13426e7a379,smol-magpie-ultra,30819,1024-1535,1403,0.842522
c6c15782c03e7765411557dd6c4c300d8211e486a367cca87cd36f50ab1cbf28,smol-magpie-ultra,31278,1536-2048,1700,0.824702
90eaf5c3036931d4557eed3e00964acf5142277f9e7cf6c7cf35e25ea4949c5a,smol-magpie-ultra,31868,1024-1535,1149,0.895815
c30f2430c6d0bd34309b1766bc4a2f43c1469ddf9710807059fbe8127b333fb2,smol-magpie-ultra,31926,1024-1535,1243,0.857497
0556966a44fb92f6f539abadd87cd2a913c6200068f5da1cd4f0ea42c220ce1e,smol-magpie-ultra,32503,1024-1535,1337,0.898043
fd65e4d0ca1c338f10e00658198e1eafe4ee939bb6232f3f4121114200459fdf,smol-magpie-ultra,33070,1536-2048,1967,0.822683
e100278cfd52f774b7ecb5148439ba3a549a33ed39d8a8e249b2ba1d4e27a1bd,smol-magpie-ultra,33263,1024-1535,1374,0.886643
c0d23d7613e5434d5b5fbc46b1069d51da774067e280c27ce986883ea7c29e27,smol-magpie-ultra,33635,1536-2048,2006,0.806285
25e8cb4a2dad63d1d54cb38594f434ff7bfa3a0c9bd2ca104a80f2506b579fef,smol-magpie-ultra,33922,1024-1535,1278,0.854842
760773f5d5b7ecb92209aa0b68b4ca3bb7ebba9115164fb6da5004d85dea8b58,smol-magpie-ultra,34484,1024-1535,1393,0.847619
5b46d027f9ac1917b95c7db6818fe8695b3d18c1298d7380edb378235737c239,smol-magpie-ultra,37187,1536-2048,1803,0.823233
e3176e2718fe5f9c42a0e908132222f8fe4eee361df2e074f424e69ddfb6b8b3,smol-magpie-ultra,38258,1024-1535,1248,0.859324
a26cac85df06fcbaac8f0180898ca665e38e935e40a91c0f903200ae7a2c681b,smol-magpie-ultra,38799,1024-1535,1182,0.871344
e939955029724b9170c4753d6f8f3817e0ad0badcfa80d9da0be7987d0466061,smol-magpie-ultra,38995,1536-2048,1594,0.794621
828ce7f7c73f0955ab49f2565a9aa1214a5b46b54a78f564531648a15c60717d,smol-magpie-ultra,39110,1024-1535,1320,0.880911
16af766818441f1339f95773f5df447c9c70582004c9f15c2c8c286072e9d863,smol-magpie-ultra,39589,1024-1535,1334,0.900318
fd59e6eaf6aecd20948f0c2a1e99188ed8330ee1f69979e843edea4565db4c9b,smol-magpie-ultra,39980,1024-1535,1533,0.883664
c203194c2ec771b361ad051971041a6bf5815df03b90267c1b9e7c5beeda6225,smol-magpie-ultra,41511,1536-2048,1952,0.777478
83391031c23a1b164b4b3afd0e8f8ce16a8cea6df27d15199dd61b3e4558514e,smol-magpie-ultra,41644,1536-2048,1695,0.679034
a23ed69974bb4be8b41ecba731a3d1b2ebd1eb882fb294f81d5b59cca97acf87,smol-magpie-ultra,42179,512-1023,714,0.85289
365c0c54eae980eb8a3ee414e1c2b1ee6dabb85691c9e2423317a541b6a74f4d,smol-magpie-ultra,43939,1536-2048,1946,0.782842
60c2e1706ea0f0ef4c6e85c04c9deefb5b06b4f336ca86ab2f060432bfd7117e,smol-magpie-ultra,45403,1024-1535,1484,0.891408
32de8e421af15fe529e5e12f2868677e895068806aea99723bb67974bc3d5413,smol-magpie-ultra,45889,512-1023,989,0.890706
3bac58f07cb65589a424465933d8531668f42394e3c26f76863ad78b5bb78c70,smol-magpie-ultra,47281,1024-1535,1163,0.886371
0fa52650440f19f6da2759717abf2a4cd1dfc79625314bd7d45cbd0f5b562b9c,smol-magpie-ultra,47696,1536-2048,1543,0.831883
9fcf67f7d350bbb9f91404f149c4374557e195a5ead792322d6d0e52fbac2ae7,smol-magpie-ultra,48344,1024-1535,1187,0.832352
88ae8e086738dd42d0678bbfe128428c655491bf916f5fb02efe3960f642efb9,smol-magpie-ultra,49568,512-1023,962,0.87986
5bf40a8c9479e005066c6d85efb6c597a23b4ae68855ed2ff6ca54306b68e394,smol-magpie-ultra,50261,512-1023,1014,0.891879
6bf6162818e3f65b9f5f3627f2e1041fdfc4bf1b146be318eeb4ed6c44eaa58b,smol-magpie-ultra,50271,1024-1535,1497,0.881357
cf5019a45318844e3aaa1f5ea1f68022463dc700b990e0e0e381cc6761fb9e25,smol-magpie-ultra,50736,1536-2048,1951,0.832191
0dbb3af4a82f9b3a7e266f34ccb288f365f77043361b406e0d90867b0262d566,smol-magpie-ultra,50931,1024-1535,1458,0.883751
f356be2a28107c071698f4322fca08a1c37577bfe5418f30726d442741d8ad9e,smol-magpie-ultra,51351,1536-2048,1572,0.818376
344078317c2c3cd6fae7d50104f3282ab1e2e52f30c746a8b5b2074e86fa5d1c,smol-magpie-ultra,51843,1024-1535,1168,0.856209
ec0e5dc37d3b30b6e8ceda261c51922a6c893b74108a1126f59134b5598a47af,smol-magpie-ultra,52005,1024-1535,1165,0.900355
e713b528e2a61dcebbcf9797d10a38af25bb2955e1b6098bea8080e2211688b7,smol-magpie-ultra,53431,1024-1535,1305,0.866398
8e1f1017d7da39c252008f6e8337e8d43e57edb01f12de2b3780c69af9b03544,smol-magpie-ultra,53456,1024-1535,1344,0.873416
d0e8669f94c4b836668fbb8983a628e8b2a6658b0d9f8097b74444d632a5a4e1,smol-magpie-ultra,54191,1024-1535,1181,0.853936
769c5a6f441741a88647421fda4a3ce244b50e1c060e3445094d2e29b3704dac,smol-magpie-ultra,55426,1536-2048,1977,0.815236
84cbaf478cee8f25eff80b78ceb219e88c3d6c4cc565df0c19cf9c50e84fc16d,smol-magpie-ultra,55481,1024-1535,1158,0.91094
508409581e8e2a32b2faa472b8618b1a50d966c523d604060feea71e58635677,smol-magpie-ultra,56113,1024-1535,1174,0.883573
4a6b3289c01ecbe48248d3ed10e9e3a079fdd5dd572aa79f1b11c51445e79ccf,smol-magpie-ultra,56281,512-1023,789,0.910791
57bd34ae638941c47f5ac76ecb32f7956c0524bf9911437d8b972b5a40680eb3,smol-magpie-ultra,56948,1024-1535,1065,0.88981
f4aefbd9cf2f8ec3c72decbbd3fa786c1dbf2c35b3df76d707a555ba812588f9,smol-magpie-ultra,57586,1024-1535,1288,0.887425
e3f07c37d5ed8307fab58018788a41d07d8ae530378377af057a9db1a1ffb193,smol-magpie-ultra,57974,1536-2048,1865,0.806649
5cd60b61bf49471a950bc0e102171a4b8c0c330ba32899d39c1689b5dc8b63f0,smol-magpie-ultra,58498,1536-2048,1714,0.805827
347664f4a2d2e336e8e26bcfbd7db8671bd8652bed1f580dc752b8bed2ccd111,smol-magpie-ultra,58984,1024-1535,1406,0.894982
2d07ffc4ad41b9f9217932a43cce512878e35da675c6c53c292b660a1b4ec4dd,smol-magpie-ultra,60606,512-1023,869,0.853794
34024a187c7843fae17b4e1fd269f05b9b2a3f753dd71b35446b7230462dc734,smol-magpie-ultra,60767,1024-1535,1277,0.888289
6541b03d6be46f0ba27b5dde7539e3422ef393952c37eddee91aafdde03a04b1,smol-magpie-ultra,60890,1536-2048,1966,0.781602
d177f38353519d42e478dce5a4cf956e6958fb8a0f389d6c9e58117d49cd6182,smol-magpie-ultra,61767,1024-1535,1334,0.893641
99106f285f87a4bddf47aab528cda378fd4e4389ea6222b88da04bf47e526757,smol-magpie-ultra,62027,1024-1535,1215,0.84846
8e87c34e91f136bc7441855d142957e28864c545a2e65e3b9dc4599842950595,smol-magpie-ultra,62796,1024-1535,1251,0.849341
ed4b23542be01b261b3b5595664df9a3b7daca5d02eebfdfe78c8dc2e81ecffd,smol-magpie-ultra,63224,512-1023,835,0.890212
8cd9c5fe27a70737a5eda421c4ad15ee471dbeed687125e5a637317182c70248,smol-magpie-ultra,63477,1536-2048,1807,0.778025
b785e8cc74192068f7160f0dcbf548c8f1722d42858ca669b228b4495f6f9802,smol-magpie-ultra,63664,1024-1535,1439,0.850109
06daddfb1d38f2e3116049c0c46d1d36a45073fd50cd5bea16fb4b8651fad192,smol-magpie-ultra,64275,1024-1535,1366,0.888546
77189b5d04582ce7c3acaf1a4e7a994b39bd2422168a53fdabc2bfa09385c70d,smol-magpie-ultra,65172,1536-2048,1631,0.80408
5c84f8567552fbea9f5b72f54ebcb3c08c5b79d9f6eeaa90965f58acd45929b2,smol-magpie-ultra,67205,1024-1535,1373,0.88865
82737105c1f81119202148521ad326eb9138c97a56cc9bb0c82738751b640de7,smol-magpie-ultra,67566,1024-1535,1144,0.891609
44723e4835a5a2dd1bc4cb5e1af0f4e628aa5091b0f3a337f136406200eff95c,smol-magpie-ultra,67729,1024-1535,1083,0.869031
24e2eebb722611b7c0aba1047c0edab8ee216ffbabdad7e5bed3194cf357eb3e,smol-magpie-ultra,69678,1024-1535,1073,0.868851
8b035b50738c0963b94a31f2907ad15beb8b01ef915a902c1e8ddc8788d5f671,smol-magpie-ultra,70719,1024-1535,1198,0.894829
