example_id,source,source_row,length_bin,token_count,quality_score
ab50c40e1c8ac0d826940ac9b3afa44402ba559f36ddebfd53833ca79a375d98,smol-constraints,9911,0-255,192,0.967856
e0866bacebee47ca9263f4ebdf499d929db3e139215123c952346fce97718d99,smol-constraints,10371,0-255,172,0.968744
eb0b35ee141b56b029e8bd99e96880e461ba590d5fd9446d3a92beeafd758933,smol-constraints,10555,0-255,202,0.982129
ee4565368fa7bed2f5d15414a687926e27902b8dbe445d81cd242a329b01b889,smol-constraints,10568,0-255,158,0.97772
3b34617104a5fc835fbb01f791fcc5a6366c650807f59bcfe800a61ccc77b486,smol-constraints,10897,0-255,166,0.969465
698f4d4135e00914d07fb76bde7f2726dd6846ff907b3f27cbe3967ac2600f66,smol-constraints,11065,0-255,223,0.973578
e0c03ba0df170aeb90c720b6c67956f45cebf4f7092384d28d497d7cd6be5b3a,smol-constraints,12185,0-255,188,0.975287
f71c178cc20300d22082c218b1942a480b72ee6393eeecb59d976b7218edbb95,smol-constraints,12240,0-255,189,0.968878
41e45fb809be4b14bbdbc171eb65a14e500fb6fa3d948cb81df20aa6fd2477a0,smol-constraints,12756,0-255,195,0.969236
c67e5a8bc7f1aa29f64ddcd6f5a8823e2d0edeaaa57277cc2885b8007838e195,smol-constraints,12924,0-255,174,0.982544
8538e04d79dd8bfe18ec056bd62c3b1e85ded43c8afcc2a78cc9439b843be49c,smol-constraints,13772,256-511,267,0.958431
a385147d8432ee25c19bd2f627c01f6b802ad1e370bc399741f27d04d291dfce,smol-constraints,14513,0-255,206,0.967964
264808c1ff12aeb705b6679379dd461f4494189060c5e77e5142713c71854ee7,smol-constraints,14613,0-255,169,0.973004
7f20e4fc70af5822ce9b85b3ceb9f2dbc6741e7f88671b8dfa84df14771ca802,smol-constraints,15080,0-255,207,0.972806
da7357eeb6d133b3916212b9420d5835ecf5ee1be0f44de82a5fee59bbe70bb8,smol-constraints,15155,0-255,158,0.967165
b10bdd39bd21e7bcfec33098970776cf639e3d056840c82d791740ec74267fd9,smol-constraints,15528,0-255,201,0.966743
8c50c07444ed19dc03449817537e8633ea91a654e39c342f7f8925b6dde57213,smol-constraints,15580,0-255,138,0.969756
453616bf8b95ffb0d31d2a111b35dfb0f7e893860cade760a30e8d2921ed7e60,smol-constraints,15974,0-255,155,0.974524
79237bd7df655adca68126215b6dfdc3308658b844d54bff8f55b7632f22d3e7,smol-constraints,15980,256-511,306,0.95698
e8f23063c95670ddf6bdb6e9636261237bd42f1aed15d156fa795fb3ab256547,smol-constraints,16564,256-511,287,0.96
3081a19ef4db646c192d9c913d990f9e4bf6d3f64782490a55f633f8c35f199d,smol-constraints,16843,0-255,173,0.976818
adea274cf64731709c26b056c48160bde556d0dc78c40c5b1d39fe039cdb2f86,smol-constraints,17193,0-255,124,0.965307
5efb962fa235593922ea56497ddc97130559708f77c630d048255db8920cf51e,smol-constraints,17476,0-255,171,0.980405
6d3584e29f33f918d91d35c2aa32a988c6541c32aefc1f69d93d187d7ad3e7ba,smol-constraints,17970,0-255,151,0.981125
452c4597b38496a84e8f153a01f3bef75baf6055326629bcbbdef7ad3192c387,smol-constraints,18436,0-255,149,0.970915
9e733a35e4235405c8ac8e216de7a6a95a16f4e24c804328cb0149930c7d832c,smol-constraints,19376,0-255,169,0.969588
c46a3cf33a2de7726915e0d26f0f0d05f00c4400c25911b6566ea940e9a9aeff,smol-constraints,19445,0-255,168,0.971358
83a4f29aa068270cdab2a5d58310b3b526cf1b62e6c757f6e8fe77f1fa5889a3,smol-constraints,19773,256-511,339,0.969382
a6359b2dd1e7556b910479e60be6cd5f5480b04590d79e968c00d7efd14657d6,smol-constraints,20901,0-255,172,0.974525
661a933998620d520bff2ee2b12a205e24831bb426cb6d954b52af018fe801d5,smol-constraints,21754,256-511,404,0.957232
d36a2eb431351e1882f09014024fe984f61754244917d12af9e4d96fc8deea7c,smol-constraints,21908,256-511,283,0.962869
fe3ce602635df6b69a590366211013eccf9425d2655cef81360e6e4282fd7fdf,smol-constraints,21920,0-255,150,0.978023
872a17bd4e835446469eb2fab8db8c0c7c69aeb0c6109a6d0a4ba596827b64de,smol-constraints,22225,0-255,184,0.975462
3b8c8498b0b74474754e4a8e5d50f1c9b2f63d34c6311500c350613ad3dc5308,smol-constraints,22971,0-255,164,0.965783
119642a16e9e61530dee1681321d117608830489a4e8c6c881cc3d1cdeb4d528,smol-constraints,23706,0-255,158,0.98511
62842a4a6323b27b423fd6522df90d484d58ad165bdfcafbac1948eaaac42d24,smol-constraints,24444,0-255,174,0.96549
c7336bdad662a02001f0ea0056069de7b60b78c913404f7adc874f50f3989009,smol-constraints,24508,0-255,210,0.966766
a00d5d1c60f95a98d67e597793441ed1307be7332984c9a8d686d4f64328bcf9,smol-constraints,24572,0-255,173,0.966508
c373966a38a532f27afa9709ece4890039f7d6a917b974963879499b701cea24,smol-constraints,24625,0-255,158,0.969078
8da3b21e502ad61212020b0059bfd9e73b529e024dd38afa7b44f3ef5b163b39,smol-constraints,24878,0-255,194,0.967094
80f056562aeb2f110291682a481c09a2fcb4d1cd854dae0d77a4fcf1053490cc,smol-constraints,25135,0-255,188,0.965864
36032eb5d054f734dced3cd7bae26dce70a04d09449054931e4e9427e2035997,smol-constraints,25477,0-255,156,0.968975
f0b1f09ae3c6d5925c49df76ed0675c7a143ebf2474d5f214c8429db2f835f37,smol-constraints,25956,0-255,194,0.969222
2a2504006cecfc852ccc25b9612aabdaaad2d1885b48900fc7dd62657becab33,smol-constraints,26501,0-255,197,0.967591
b0495df328e272175bca8a851d7335e81ec2383d7581903793985ab477137440,smol-constraints,26826,512-1023,516,0.940839
37283e2a9abc7df34e60d4923a7b6e493ff0892ef5ec05fc045fb857d40dc24f,smol-constraints,27135,256-511,260,0.957021
ec6dd8496208ea4b8d307a8aa84bd9ff4332c8051b5b59a1b56622af669d6056,smol-constraints,27278,256-511,259,0.96062
066a5eacd4ad8e5919c8a61286804d4edd6509682620959170713eaf917865a7,smol-constraints,27404,0-255,147,0.970324
06bffa03a3d36acc4c21f676035be2b08c5855ca4a0cafa40b68f9167a47a182,smol-constraints,27476,256-511,273,0.958932
749c91711a712332588d089a1f262c24eb43279dde2ccda822ecaa22e0b678e1,smol-constraints,27623,0-255,191,0.966031
93e08c9a4eacf739cf26c5c8df6d1897b0b98ee0ae26c1ac53a300e46d0fcfb3,smol-constraints,28197,512-1023,516,0.943429
d56da6a5ccbabe40675979c8a249fd86d3fe7dfd62c285636e0f0ab020cc7914,smol-constraints,28377,0-255,156,0.979016
a814d4d3d1a4aaf6d49e572b412d3b0cc4c5264d0db57fb724a65fe855b104a7,smol-constraints,28789,0-255,183,0.971259
080f659d24db9a2d3e475ebe100017d9a053110cb11b677cf6c84fa9548c36dc,smol-constraints,29196,0-255,137,0.977027
5402b89c1a4e5a0252fddb44200a4b4a67d70f98f9be27645d57d26a2177a2d8,smol-constraints,29842,256-511,277,0.963094
146beb0dc212a1a96417ef4834bd37f78584ab3aacc1a2c7803597b31b19a730,smol-constraints,30714,0-255,173,0.978403
6582564cadddda9d5ae5d430836f3410e7e3413785b60e007b01e9717bd5ccd4,smol-constraints,31690,0-255,206,0.973062
35da774164fe9cd41abab0892730707da0d369ad6fae1fc0067ce4a14521ed59,smol-constraints,31980,0-255,167,0.979318
812dc5be7643c718222fda399dfeb63d1b9557f79e93aca2d5ff8af56effbf09,smol-constraints,32176,0-255,186,0.96953
f7055bfc76b3d8f9552d1eeb7027625215b9457e8388524920165e6a11ae1c10,smol-constraints,33700,0-255,183,0.978907
8e11cfefe0321a1d767a989f93c003ace76e9cd9be25f18639f39ae2aa38c191,smol-constraints,33824,0-255,177,0.966271
9575ca19eeecd5eba44a7b2624cd3a74445dc36ed1e1f193129a5c998edc0206,smol-magpie-ultra,119,1024-1535,1492,0.894541
ee7eb77cc7e44b8e9a94f998e7de6ade2424da524722113bacad17a628e6feef,smol-magpie-ultra,177,1536-2048,1800,0.842435
9c9ae2843a3ec77a8ead69447e33b1b4ab025b5c28f0afac576d7bf4bd1ec107,smol-magpie-ultra,610,1536-2048,1688,0.838001
b9d50a6cc0b3c4b0496861ead3554bf45d7230d30cb4d3b62e1356c581c5850f,smol-magpie-ultra,727,1536-2048,1653,0.829816
3057e4852bc76089bd6bbd06c83bce7a202032e0b97b7c47cb1989d5dbe63747,smol-magpie-ultra,1470,1536-2048,1990,0.830674
591dd5e8608f5df1f6a5474bc835b6927791a5a7f6deda6d7fa9b7b83e26a766,smol-magpie-ultra,2380,1536-2048,1780,0.831998
b14f0ddd1008663ffe91d8581e8b318ea9caf62e67486ddca827851ef585a428,smol-magpie-ultra,2447,1024-1535,1227,0.894256
15ef9fbef65a67773438e2aadb7bf534da449f86135d99989ff0d91d820ea13b,smol-magpie-ultra,3085,1536-2048,1779,0.835627
ca0aad5ab525cd8833f58833114405d6a847eec7512f8d03025b8d889c23803e,smol-magpie-ultra,3314,512-1023,907,0.912596
dff64e71946401ebe480a7b14bcf2e8f3ed5e100fa154b99ad8e4539441d7e1b,smol-magpie-ultra,3567,512-1023,721,0.913232
7c93f936510b36e425f20dabd95be9fe0b2a9abb7990bcbc68155039a0dd74c2,smol-magpie-ultra,3747,1024-1535,1503,0.892319
014ec115444deedc3a1ac9f959b9847cf233cb6490e1dc93d00376461d0307f6,smol-magpie-ultra,4117,1024-1535,1353,0.897268
74455c21f052038a68fcf57c66213ac5d699182a3965edd0994dd9ba2fc2b376,smol-magpie-ultra,4551,1536-2048,1831,0.831015
764f5d1229b36da23305210bc662dc8921327ca32d01ab32d6a54b730a457c15,smol-magpie-ultra,5080,1024-1535,1216,0.904731
e1409da8f45b22bce0296c3b68f4a30c78c5cf099a15a52f14cac970f774b060,smol-magpie-ultra,5143,1024-1535,1487,0.895101
99c1ec60ad179e288b8fa629e799067ea1c53e90697c44ef34f4d7f453563bc5,smol-magpie-ultra,5167,512-1023,647,0.916094
15d5b685cfe152f7b748303b207127b33f3e0470f7e83a20320b1e4ebc8aac28,smol-magpie-ultra,6206,1024-1535,1475,0.893577
35f0da2499ac6fa9b1ddc9bfb437d6563b91b7db9b3017c302815b713c81bdaa,smol-magpie-ultra,6408,1024-1535,1165,0.898353
961b0a32b416e3fb56e2bf8723322efb6eef96555c598174dc62ed522cf0d5d9,smol-magpie-ultra,8715,1024-1535,1203,0.890516
a851b60d1b46ee5bb8a0a548de4a0691dd6b104003088d5265b3c87845952730,smol-magpie-ultra,8908,1024-1535,1152,0.894813
013fa07b07022402c910d4803869aa2c5be67478acfeec8aaed03ffb439487a7,smol-magpie-ultra,8989,1024-1535,1350,0.897838
d1af372c851dc1962bb9687db47865c4a0368fa21103dbe48aedc1ea1a8dd3f5,smol-magpie-ultra,9495,1536-2048,1692,0.833734
44685676a63d66ee9fa821ab72cb6a8fa54bb5e0cffe5d5bf4d4d60d983060cf,smol-magpie-ultra,9778,1024-1535,1242,0.894513
801d846eb555ef9e2c4de2b561a9868e22057173060cda0507702a29fff74fdc,smol-magpie-ultra,11772,1024-1535,1423,0.896786
781cec9895cfa55eb5ffc69241ebf9566d0bf3194c832e2e5b27f71dff2cf4fa,smol-magpie-ultra,12142,1536-2048,1599,0.831552
b40d5482609d41907bdddfe6fe9e7cfa6074854dcaa006fdff0d6d0ccd35459f,smol-magpie-ultra,12361,1536-2048,1562,0.832445
12d2ec29bae3dd01d756feb166dbad0654b088120d4393e11a9912c3b2e674d6,smol-magpie-ultra,13892,1024-1535,1339,0.893014
d2160b55ba4bfc72e74606db4e70460624b1bc14aa577d83de78596f2e810b09,smol-magpie-ultra,14068,1024-1535,1396,0.891535
cf2d755f44547baf56e311e6a48851a06094babfc87b8e6f2c79640a7e6a7efb,smol-magpie-ultra,14263,1536-2048,2030,0.838219
0fac66fa27b85a4690f422bad18612c500d3401eee70c7dced885eecef56cb8e,smol-magpie-ultra,14723,512-1023,936,0.910153
ad4b7d95860c59a02766927fd8e8a382d0685e128cf100439db75f323a6343ee,smol-magpie-ultra,14909,512-1023,613,0.913656
04b2d19b51367fb9b13722dc17bfaf03afaed4b18f802ed55f7197cbf6fb1bf6,smol-magpie-ultra,14928,512-1023,804,0.908522
d5d6559cdc26e6665f6e9e048a80a58e86f82b1f813bfc3a281624dde1c5bc4d,smol-magpie-ultra,15017,1024-1535,1509,0.891826
ae978c23445ad8f1cba9de08ad24439507a67b5f1bf6f8cf5f6db88ad0cf6f1b,smol-magpie-ultra,15315,1024-1535,1259,0.904437
43c728cfc25794cd12137c15d3716d711752b0eae65011ad2b7fef377c92cf4a,smol-magpie-ultra,15532,1536-2048,1746,0.833871
395ae4d5d260d4023e9a363c7b337d87d1a2c3658394c0d1594d6dbff55c1445,smol-magpie-ultra,15687,1024-1535,1296,0.902342
6d83bf17e47aff7c3966199fcaa418ba4551c9435d6981c4c7ae9d9c7f9c2b9b,smol-magpie-ultra,16340,512-1023,813,0.916633
3a7a597ad094e06e8545b4114d4a9b4c4e5174c2ad0816321ef72ca537c9137f,smol-magpie-ultra,16746,512-1023,1005,0.908215
91926fdc1f07e1f0094c5b18f66ae417417249c5ab171973b9f40211289dadae,smol-magpie-ultra,18332,1024-1535,1041,0.906525
a29d80ee2d24a03a6f61a1a3b91be372b82470d4bc202161b60decfd96483c56,smol-magpie-ultra,19279,1024-1535,1447,0.896727
ce975654c7ece2f591c56388a4444b8798dbdd9f428ae9f1e2e7bbd6a61b2d00,smol-magpie-ultra,20169,1024-1535,1492,0.900817
10912e3f63e36bfe07da75775ff1b31b7611d2aa59b5993b6093c6a2e90e70b8,smol-magpie-ultra,20620,1536-2048,1840,0.832478
326a7265e99a379f66867809a59692a761466e7b50d627652a9715d8b3ce8d2f,smol-magpie-ultra,21376,1024-1535,1402,0.907149
837bd08b325a9a79cb719093fad44f128e517cee207388fe86941833582b85f9,smol-magpie-ultra,22090,1536-2048,1563,0.831847
79d3ed99dedb1b1b30155ff6b6d9c69366a2f0e3ea9482ab5975ce11d3934744,smol-magpie-ultra,22253,1536-2048,1667,0.83426
4aa1473c34028d170ffa5c8978b6bcd3199ad0b86df2db1990421535ec9d33a7,smol-magpie-ultra,22641,1536-2048,1631,0.848622
de822358774cd3877ce2c7f69091e1359fcfb358ce2ab833e3d9cd6d7e6d3595,smol-magpie-ultra,23165,1024-1535,1363,0.891283
87f3fddadad96d465b8803c34df235d1df48b975fab9512a26ffab9b164d50c7,smol-magpie-ultra,23867,512-1023,645,0.921689
c09146161346c070c79ecf220f027f43482961cbe93b61e83175157df0d48179,smol-magpie-ultra,23930,1536-2048,1567,0.832402
859320e8c4b4885cb0fc6efb851e82aa988254317b31aad8ab49bd1aeeee8f5e,smol-magpie-ultra,24297,1024-1535,1163,0.897568
91f59cf5aceabfe76e55bf6344b803bb8148022a11380ea221e12a539dad6d29,smol-magpie-ultra,24528,1024-1535,1142,0.895864
a1fec9bc3df1abc1b7e4b994bb8a44a398b0d7eb4c6d0e8e6920b4b8b3634820,smol-magpie-ultra,26664,1024-1535,1160,0.90661
a1056db8587407439889b221a0eb4e0c7bfb0da690f3d6ac374cac417289858b,smol-magpie-ultra,26882,1536-2048,1643,0.831601
3c0985a0e92e5391ff9be86562d291c4846ef14a6c18ab231af6efc93930c3d7,smol-magpie-ultra,27058,1024-1535,1156,0.8974
10c896fc276dc6521d82158448073d0498ef4e18da226c762d9b7fc23aace4cf,smol-magpie-ultra,27063,512-1023,679,0.922576
0fc71f6c302e16f75d253c57752d770854f550acffe88ee818770af4922ba63f,smol-magpie-ultra,28777,1024-1535,1497,0.893089
0369ef9b114d373db03ab0f88a9551633ee04dea2beaedcd7eb1f1c5baf764ab,smol-magpie-ultra,29923,1536-2048,1816,0.83061
90eaf5c3036931d4557eed3e00964acf5142277f9e7cf6c7cf35e25ea4949c5a,smol-magpie-ultra,31868,1024-1535,1149,0.895815
0556966a44fb92f6f539abadd87cd2a913c6200068f5da1cd4f0ea42c220ce1e,smol-magpie-ultra,32503,1024-1535,1337,0.898043
fc71988cdd6c3f1d06e0893b5684bafbffdadee0fa040d7d6db93f9d3155019b,smol-magpie-ultra,32504,512-1023,842,0.907011
1523d0fe2bbbbed56c1de3c80131525169df6d59618545436becf327e57da32b,smol-magpie-ultra,33946,1024-1535,1533,0.899572
36065c119c7f031adf30a0ff793026ae21f296a13f6800c5d15c992cf8089282,smol-magpie-ultra,34445,512-1023,540,0.911728
5e19b5ae55932622426d9377dd92966eda1b36da0c1c90d6411a669db99246e5,smol-magpie-ultra,35478,512-1023,917,0.907179
b22d215c39f72fa4ac5d53fb5d216b8439e14ad0ae308c9cb2ae4e45b38c698a,smol-magpie-ultra,35756,1024-1535,1462,0.891077
5fcd863f2d6ba5d9a1635855576089bc569eeb4f4f8d63ad4cbbd2f2a30a4d33,smol-magpie-ultra,36214,1024-1535,1186,0.903794
553067f8f552e6ae317cf66c17c15c5ce559856a42f0eca4c400208500e24770,smol-magpie-ultra,38086,1536-2048,1631,0.838414
6bb3c53fc8cd446ca94d48381e9fe7d9dfeafb6e4c82f6b0c6f9c828ec86a4b7,smol-magpie-ultra,38149,1024-1535,1360,0.89105
6cacf5d891ff0af59a89caadc9749d36fbc8bb2fa634abf9bb973941a4cc0cfa,smol-magpie-ultra,38541,1536-2048,1605,0.835576
1b5d246b3fbf82de19d83203240aa9b758fd8a67f094f3153cbb879b904048ba,smol-magpie-ultra,39204,512-1023,995,0.911189
16af766818441f1339f95773f5df447c9c70582004c9f15c2c8c286072e9d863,smol-magpie-ultra,39589,1024-1535,1334,0.900318
2ea7bbc0c1e95de79122e73791fe930af3aee7ed012e1924f0e7b691be1ff7cf,smol-magpie-ultra,39620,1024-1535,1196,0.91149
e92edfebfbdcba008fe5eeb8f9ce2e0c0c3b744d34a0c3bbc5ead048edcf458f,smol-magpie-ultra,40265,1024-1535,1387,0.896133
aa245327f51b63c83ce6765c0bd6aa19563f9aefa17b4ee3dd78a66ccc33322b,smol-magpie-ultra,40305,1024-1535,1295,0.905235
d4a81e1b8fddc2a84a3e7a6ee6a46dbc36a0d0f20221f85772566c2c5a5f64e9,smol-magpie-ultra,40691,512-1023,694,0.934976
9e338cab6b7172a93ad1cfa5334f8140b82ef9e8a76925825b6aa1fbfbdcb8a6,smol-magpie-ultra,41154,1024-1535,1525,0.902412
c82f01e9d0030e42b473654b727372c21ea23ff4d7f2e7f90a60608d1e3e3c58,smol-magpie-ultra,43408,1536-2048,1693,0.831101
603f999b64e9a95b58c3528989fe354fed32f304c5bc1512bfa094bef7021846,smol-magpie-ultra,43558,1536-2048,1678,0.835912
99fdbd313a928b742b8485c157fc7cd20c9755be98a5508c4d69aac4143d54e8,smol-magpie-ultra,44670,1536-2048,1747,0.83151
5d7e044cd3aae274211b199f3f7430c0b1bb673de95f09a022d11748074582af,smol-magpie-ultra,44832,1024-1535,1364,0.899959
60c2e1706ea0f0ef4c6e85c04c9deefb5b06b4f336ca86ab2f060432bfd7117e,smol-magpie-ultra,45403,1024-1535,1484,0.891408
fab16e0c5dd513d885f2cb2a65708a623fb416e481ca0f102d410c9d8c2f8794,smol-magpie-ultra,46380,1536-2048,1695,0.832561
0fa52650440f19f6da2759717abf2a4cd1dfc79625314bd7d45cbd0f5b562b9c,smol-magpie-ultra,47696,1536-2048,1543,0.831883
22f0955032edbb8afe9e0a4d8132dbde281cd2f39184b7a617f300ca96454e1f,smol-magpie-ultra,49595,512-1023,624,0.908383
0f3f8ca60b1bedc3118e9a7b3641121558df8443b8958700914c47c8c328b7f2,smol-magpie-ultra,49786,512-1023,928,0.914832
cf5019a45318844e3aaa1f5ea1f68022463dc700b990e0e0e381cc6761fb9e25,smol-magpie-ultra,50736,1536-2048,1951,0.832191
f3e72f20ffa862adcdd0c8f3a73c84bcdbb5f24fa6f24bd2a8382bd322f5f60b,smol-magpie-ultra,51250,1536-2048,1627,0.835311
ec0e5dc37d3b30b6e8ceda261c51922a6c893b74108a1126f59134b5598a47af,smol-magpie-ultra,52005,1024-1535,1165,0.900355
be8b140baffaf3bda0022012d8940200837b3ba438c18697d3bf44db655a324a,smol-magpie-ultra,53351,1536-2048,1758,0.835947
cda789ed4d90e818ed928e8ae18f5a0b60e3e0dfdcaf5365c3c42bc72178f4cc,smol-magpie-ultra,54261,1536-2048,1609,0.830408
b1a12a64e6060252346f79edd53ec0c87807b7716fdf6fecbde9054410e41011,smol-magpie-ultra,55057,512-1023,694,0.918691
84cbaf478cee8f25eff80b78ceb219e88c3d6c4cc565df0c19cf9c50e84fc16d,smol-magpie-ultra,55481,1024-1535,1158,0.91094
212d9a86233a503c247aa2c3d5fb4abaf81d3aa4081dc5db97b32d4b6c62b2fe,smol-magpie-ultra,55549,512-1023,567,0.913468
135166ed33785f88af0749faac2a68b09897c437ca255589f46b3be24ed3730d,smol-magpie-ultra,56022,1024-1535,1160,0.892009
4a6b3289c01ecbe48248d3ed10e9e3a079fdd5dd572aa79f1b11c51445e79ccf,smol-magpie-ultra,56281,512-1023,789,0.910791
44d33c5a2835c9fcb2f15ba6ad6cc51d65834fdf9d1a0ff7a6a903017b5f5a36,smol-magpie-ultra,56983,1024-1535,1376,0.89131
7642316474421ca5aee0a53a82f48810ecb972a9a902c46b034d9e2d12e0d69e,smol-magpie-ultra,57515,512-1023,611,0.914084
449f370e69fa42c2b3496d681ac1340afd664903fff98467f6d89bbf1a1b30d8,smol-magpie-ultra,58761,1024-1535,1308,0.894947
afb115d70d3a8c099d14824b38a33874d44255f8cd1e932f57ca0a4bc4d60ee4,smol-magpie-ultra,58942,512-1023,746,0.914849
347664f4a2d2e336e8e26bcfbd7db8671bd8652bed1f580dc752b8bed2ccd111,smol-magpie-ultra,58984,1024-1535,1406,0.894982
3ea9a0f0058c651574c2af2b020036d525f670904037971e922516035c2a3a00,smol-magpie-ultra,60374,1024-1535,1127,0.894363
1324ff01b561cb638db4768af18117b3d50e64f7cbfc6f768dff48b6c8f23531,smol-magpie-ultra,61280,1536-2048,1721,0.832118
7c4fa2297f007f0c1771eb2d9283c5d30e8088388874b8cc8a3e2b3fc30b9563,smol-magpie-ultra,61761,1536-2048,1709,0.831537
d177f38353519d42e478dce5a4cf956e6958fb8a0f389d6c9e58117d49cd6182,smol-magpie-ultra,61767,1024-1535,1334,0.893641
5b3c6cfdd696b2ea18e49f34b38fc0b1296d5c6a5746b6d5709da58ab96a4459,smol-magpie-ultra,61871,256-511,278,0.951698
85c94bbc62becc27b543bb0712ee2cdf659bae9752f19883b051754ffcf1fcbb,smol-magpie-ultra,62099,1536-2048,1646,0.830466
60658c245a96707d43ddea4cb15dc8ed285c76433b692ad0e6c3e0c444f1d9f9,smol-magpie-ultra,62952,1024-1535,1213,0.900344
44977e35d97b995f4728153cc4a7638aede77f5a3810b417ee579df0a8317dd0,smol-magpie-ultra,64328,512-1023,767,0.909975
31a0383c90930d98f1ca2452337e0487075a05d72cc673a6f16fb2ce13d5a952,smol-magpie-ultra,64602,512-1023,710,0.906934
c197771ee3413edf763db5f01d45fa29f45eddc4b1da664e01a99ad1db6c5d83,smol-magpie-ultra,64759,1024-1535,1293,0.891537
0fea2d3bd800af38f3d4882158f7b7a3caecbc1e1cb09461e86cbf951ca4a704,smol-magpie-ultra,66058,1536-2048,1730,0.839628
f58299ecda7d9c2c4f87fa922625c95d3b3aa7bde6c3a377f39be089bce7188c,smol-magpie-ultra,66281,512-1023,924,0.911073
4eeed55c749d8d0bd6b0a42727bb45b08b497314fe461273a0a8baaceaf887ad,smol-magpie-ultra,67156,512-1023,560,0.926371
82737105c1f81119202148521ad326eb9138c97a56cc9bb0c82738751b640de7,smol-magpie-ultra,67566,1024-1535,1144,0.891609
5515f6de3a4c29928229448569c5a9458f6833d5560127b6659aa4a3b3736c6b,smol-magpie-ultra,69117,1024-1535,1353,0.896082
3adce2a7879540f74a3c5c57aa830e8d5fef4aa616d6dc9ec9741f634193ffbe,smol-magpie-ultra,69196,1024-1535,1358,0.900594
2ebe6f2a5d4eb182986e3d772b917449e5da7b82450846155a4db81fcee81d50,smol-magpie-ultra,70045,1024-1535,1413,0.89495
8b035b50738c0963b94a31f2907ad15beb8b01ef915a902c1e8ddc8788d5f671,smol-magpie-ultra,70719,1024-1535,1198,0.894829
2137e55c9a460bbe4c99e205b82832053957523774a1dfa5d0a347e03ffcc1f4,smol-magpie-ultra,70738,1024-1535,1343,0.89654
